"time_window","gate_dir",vehicle_model[0],vehicle_model[1],vehicle_model[2],vehicle_model[3],vehicle_model[4],vehicle_model[5],vehicle_model[6],vehicle_model[7],has_etc[0],has_etc[1],vehicle_type[0],vehicle_type[1],no_type,total_volume,working_day
"[2016-10-10 16:40:00,2016-10-10 17:00:00)","1","0","93","6","1","2","1","0","0","70","33","83","20","0","103","1"
"[2016-10-10 16:40:00,2016-10-10 17:00:00)","2","0","68","12","0","1","0","0","0","61","20","0","0","81","81","1"
"[2016-10-10 16:40:00,2016-10-10 17:00:00)","3","0","87","15","0","0","0","0","0","73","29","0","0","102","102","1"
"[2016-10-10 16:40:00,2016-10-10 17:00:00)","4","0","85","4","1","1","1","0","0","61","31","82","10","0","92","1"
"[2016-09-21 12:20:00,2016-09-21 12:40:00)","0","0","35","6","1","0","0","0","0","26","16","0","0","42","42","1"
"[2016-09-21 12:20:00,2016-09-21 12:40:00)","1","0","71","12","4","3","4","0","2","80","16","57","39","0","96","1"
"[2016-09-21 12:20:00,2016-09-21 12:40:00)","2","0","36","6","0","0","0","0","0","32","10","0","0","42","42","1"
"[2016-09-21 12:20:00,2016-09-21 12:40:00)","3","0","61","15","1","2","0","0","0","61","18","0","0","79","79","1"
"[2016-09-21 12:20:00,2016-09-21 12:40:00)","4","0","74","3","5","1","2","0","0","60","25","71","14","0","85","1"
"[2016-09-30 10:20:00,2016-09-30 10:40:00)","0","0","76","6","0","0","0","0","0","66","16","0","0","82","82","1"
"[2016-09-30 10:20:00,2016-09-30 10:40:00)","1","0","117","9","2","1","4","0","0","105","28","105","28","0","133","1"
"[2016-09-30 10:20:00,2016-09-30 10:40:00)","2","0","58","14","1","0","0","0","0","58","15","0","0","73","73","1"
"[2016-09-30 10:20:00,2016-09-30 10:40:00)","3","0","99","19","0","1","0","0","0","97","22","0","0","119","119","1"
"[2016-09-30 10:20:00,2016-09-30 10:40:00)","4","0","93","6","2","1","1","0","0","79","24","85","18","0","103","1"
"[2016-10-08 03:20:00,2016-10-08 03:40:00)","0","0","1","2","0","0","0","0","0","3","0","0","0","3","3","0"
"[2016-10-08 03:20:00,2016-10-08 03:40:00)","1","0","9","0","0","0","1","0","0","10","0","5","5","0","10","0"
"[2016-10-08 03:20:00,2016-10-08 03:40:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0"
"[2016-10-08 03:20:00,2016-10-08 03:40:00)","3","0","6","0","0","0","3","0","0","8","1","0","0","9","9","0"
"[2016-10-08 03:20:00,2016-10-08 03:40:00)","4","0","2","1","1","1","1","0","0","6","0","2","4","0","6","0"
"[2016-10-12 19:20:00,2016-10-12 19:40:00)","0","0","17","0","0","0","0","0","0","12","5","0","0","17","17","1"
"[2016-10-12 19:20:00,2016-10-12 19:40:00)","1","0","42","3","2","0","3","0","0","40","10","40","10","0","50","1"
"[2016-10-12 19:20:00,2016-10-12 19:40:00)","2","0","40","6","0","0","0","0","0","35","11","0","0","46","46","1"
"[2016-10-12 19:20:00,2016-10-12 19:40:00)","3","1","27","12","0","0","0","0","0","35","5","0","0","40","40","1"
"[2016-10-12 19:20:00,2016-10-12 19:40:00)","4","0","51","3","1","0","3","0","0","47","11","50","8","0","58","1"
"[2016-10-07 10:00:00,2016-10-07 10:20:00)","0","129","17","4","0","0","1","0","0","142","9","0","0","151","151","1"
"[2016-10-07 10:00:00,2016-10-07 10:20:00)","1","0","11","4","1","1","2","0","0","15","4","4","15","0","19","1"
"[2016-10-07 10:00:00,2016-10-07 10:20:00)","2","0","11","0","0","0","0","0","0","0","11","0","0","11","11","1"
"[2016-10-07 10:00:00,2016-10-07 10:20:00)","3","107","30","0","1","2","3","0","0","124","19","0","0","143","143","1"
"[2016-10-07 10:00:00,2016-10-07 10:20:00)","4","0","21","5","1","2","1","0","0","12","18","19","11","0","30","1"
"[2016-10-12 03:00:00,2016-10-12 03:20:00)","0","0","1","1","1","0","6","0","0","9","0","0","0","9","9","1"
"[2016-10-12 03:00:00,2016-10-12 03:20:00)","1","0","3","1","1","0","1","0","0","6","0","2","4","0","6","1"
"[2016-10-12 03:00:00,2016-10-12 03:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-12 03:00:00,2016-10-12 03:20:00)","3","0","5","1","1","0","1","0","0","7","1","0","0","8","8","1"
"[2016-10-12 03:00:00,2016-10-12 03:20:00)","4","0","1","2","2","0","0","0","0","5","0","1","4","0","5","1"
"[2016-10-13 19:00:00,2016-10-13 19:20:00)","0","0","16","0","1","0","0","0","0","10","7","0","0","17","17","1"
"[2016-10-13 19:00:00,2016-10-13 19:20:00)","1","0","41","4","1","0","2","0","0","37","11","39","9","0","48","1"
"[2016-10-13 19:00:00,2016-10-13 19:20:00)","2","0","42","4","0","0","0","0","0","34","12","0","0","46","46","1"
"[2016-10-13 19:00:00,2016-10-13 19:20:00)","3","0","37","12","0","0","0","0","0","38","11","0","0","49","49","1"
"[2016-10-13 19:00:00,2016-10-13 19:20:00)","4","0","45","3","0","0","1","0","0","38","11","43","6","0","49","1"
"[2016-09-22 18:00:00,2016-09-22 18:20:00)","0","0","26","0","0","0","0","0","0","17","9","0","0","26","26","1"
"[2016-09-22 18:00:00,2016-09-22 18:20:00)","1","0","76","3","2","0","0","0","0","63","18","70","11","0","81","1"
"[2016-09-22 18:00:00,2016-09-22 18:20:00)","2","0","77","5","0","1","0","0","0","62","21","0","0","83","83","1"
"[2016-09-22 18:00:00,2016-09-22 18:20:00)","3","0","65","16","1","1","0","0","0","60","23","0","0","83","83","1"
"[2016-09-22 18:00:00,2016-09-22 18:20:00)","4","0","46","3","0","2","3","0","0","38","16","47","7","0","54","1"
"[2016-10-13 13:00:00,2016-10-13 13:20:00)","0","0","50","4","3","1","0","0","0","42","16","0","0","58","58","1"
"[2016-10-13 13:00:00,2016-10-13 13:20:00)","1","0","85","4","4","1","2","0","0","75","21","70","26","0","96","1"
"[2016-10-13 13:00:00,2016-10-13 13:20:00)","2","0","62","10","1","0","0","0","0","53","20","0","0","73","73","1"
"[2016-10-13 13:00:00,2016-10-13 13:20:00)","3","0","96","27","1","3","0","0","0","103","24","0","0","127","127","1"
"[2016-10-13 13:00:00,2016-10-13 13:20:00)","4","0","84","8","1","2","3","0","0","71","27","80","18","0","98","1"
"[2016-10-12 20:00:00,2016-10-12 20:20:00)","0","0","13","2","0","0","0","0","0","10","5","0","0","15","15","1"
"[2016-10-12 20:00:00,2016-10-12 20:20:00)","1","0","36","3","0","0","1","1","0","31","10","34","7","0","41","1"
"[2016-10-12 20:00:00,2016-10-12 20:20:00)","2","0","23","8","0","0","0","0","0","25","6","0","0","31","31","1"
"[2016-10-12 20:00:00,2016-10-12 20:20:00)","3","0","20","14","0","0","0","0","0","29","5","0","0","34","34","1"
"[2016-10-12 20:00:00,2016-10-12 20:20:00)","4","0","61","1","0","1","2","0","0","46","19","61","4","0","65","1"
"[2016-10-05 11:00:00,2016-10-05 11:20:00)","0","154","15","10","0","1","1","0","0","175","6","0","0","181","181","1"
"[2016-10-05 11:00:00,2016-10-05 11:20:00)","1","0","9","8","0","1","5","0","0","17","6","6","17","0","23","1"
"[2016-10-05 11:00:00,2016-10-05 11:20:00)","2","0","19","0","0","1","0","0","0","0","20","0","0","20","20","1"
"[2016-10-05 11:00:00,2016-10-05 11:20:00)","3","132","27","9","0","2","3","0","0","161","12","0","0","173","173","1"
"[2016-10-05 11:00:00,2016-10-05 11:20:00)","4","0","13","2","3","0","4","0","0","8","14","13","9","0","22","1"
"[2016-10-17 19:20:00,2016-10-17 19:40:00)","0","0","15","0","0","0","0","0","0","11","4","0","0","15","15","1"
"[2016-10-17 19:20:00,2016-10-17 19:40:00)","1","0","43","1","2","0","0","0","0","34","12","38","8","0","46","1"
"[2016-10-17 19:20:00,2016-10-17 19:40:00)","2","0","40","8","0","0","0","0","0","35","13","0","0","48","48","1"
"[2016-10-17 19:20:00,2016-10-17 19:40:00)","3","0","36","10","0","0","0","0","0","36","10","0","0","46","46","1"
"[2016-10-17 19:20:00,2016-10-17 19:40:00)","4","0","44","1","1","0","1","0","0","32","15","41","6","0","47","1"
"[2016-10-12 23:40:00,2016-10-13 00:00:00)","0","0","2","1","0","0","0","0","0","2","1","0","0","3","3","1"
"[2016-10-12 23:40:00,2016-10-13 00:00:00)","1","0","8","1","0","0","2","0","0","9","2","8","3","0","11","1"
"[2016-10-12 23:40:00,2016-10-13 00:00:00)","2","0","3","3","0","0","0","0","0","4","2","0","0","6","6","1"
"[2016-10-12 23:40:00,2016-10-13 00:00:00)","3","0","8","5","0","0","0","0","0","10","3","0","0","13","13","1"
"[2016-10-12 23:40:00,2016-10-13 00:00:00)","4","0","9","0","0","0","1","0","1","6","5","9","2","0","11","1"
"[2016-10-16 23:20:00,2016-10-16 23:40:00)","0","0","5","0","0","0","0","0","0","4","1","0","0","5","5","0"
"[2016-10-16 23:20:00,2016-10-16 23:40:00)","1","0","16","4","0","1","0","0","0","18","3","16","5","0","21","0"
"[2016-10-16 23:20:00,2016-10-16 23:40:00)","2","0","2","4","0","0","0","0","0","6","0","0","0","6","6","0"
"[2016-10-16 23:20:00,2016-10-16 23:40:00)","3","0","12","9","0","0","0","0","0","20","1","0","0","21","21","0"
"[2016-10-16 23:20:00,2016-10-16 23:40:00)","4","0","9","2","0","0","1","0","0","9","3","7","5","0","12","0"
"[2016-09-25 05:20:00,2016-09-25 05:40:00)","0","0","5","1","0","0","0","0","0","5","1","0","0","6","6","0"
"[2016-09-25 05:20:00,2016-09-25 05:40:00)","1","0","20","7","2","0","1","0","0","30","0","9","21","0","30","0"
"[2016-09-25 05:20:00,2016-09-25 05:40:00)","2","0","10","5","0","0","0","0","0","14","1","0","0","15","15","0"
"[2016-09-25 05:20:00,2016-09-25 05:40:00)","3","0","12","8","0","0","0","0","0","17","3","0","0","20","20","0"
"[2016-09-25 05:20:00,2016-09-25 05:40:00)","4","0","6","2","2","0","0","0","0","10","0","4","6","0","10","0"
"[2016-10-13 08:40:00,2016-10-13 09:00:00)","0","0","37","3","2","0","0","0","0","32","10","0","0","42","42","1"
"[2016-10-13 08:40:00,2016-10-13 09:00:00)","1","0","111","5","3","2","6","0","3","109","21","100","30","0","130","1"
"[2016-10-13 08:40:00,2016-10-13 09:00:00)","2","0","110","11","0","0","0","0","0","86","35","0","0","121","121","1"
"[2016-10-13 08:40:00,2016-10-13 09:00:00)","3","0","126","20","1","1","0","0","0","115","33","0","0","148","148","1"
"[2016-10-13 08:40:00,2016-10-13 09:00:00)","4","0","116","7","5","2","0","0","1","77","54","114","17","0","131","1"
"[2016-10-15 16:40:00,2016-10-15 17:00:00)","0","0","62","2","0","0","0","0","0","46","18","0","0","64","64","0"
"[2016-10-15 16:40:00,2016-10-15 17:00:00)","1","0","86","4","2","1","0","0","0","74","19","83","10","0","93","0"
"[2016-10-15 16:40:00,2016-10-15 17:00:00)","2","0","81","7","1","1","0","0","1","70","21","0","0","91","91","0"
"[2016-10-15 16:40:00,2016-10-15 17:00:00)","3","0","104","20","0","0","0","0","0","102","22","0","0","124","124","0"
"[2016-10-15 16:40:00,2016-10-15 17:00:00)","4","0","80","2","4","2","1","0","0","73","16","81","8","0","89","0"
"[2016-09-22 14:00:00,2016-09-22 14:20:00)","0","0","52","4","2","0","0","0","0","36","22","0","0","58","58","1"
"[2016-09-22 14:00:00,2016-09-22 14:20:00)","1","0","62","6","3","1","1","0","0","59","14","54","19","0","73","1"
"[2016-09-22 14:00:00,2016-09-22 14:20:00)","2","0","55","6","0","0","0","0","0","49","12","0","0","61","61","1"
"[2016-09-22 14:00:00,2016-09-22 14:20:00)","3","0","107","22","2","2","0","0","0","96","37","0","0","133","133","1"
"[2016-09-22 14:00:00,2016-09-22 14:20:00)","4","0","72","7","2","0","2","0","0","62","21","67","16","0","83","1"
"[2016-10-11 08:00:00,2016-10-11 08:20:00)","0","0","44","4","1","0","0","0","0","35","14","0","0","49","49","1"
"[2016-10-11 08:00:00,2016-10-11 08:20:00)","1","0","119","6","1","2","2","0","0","93","37","110","20","0","130","1"
"[2016-10-11 08:00:00,2016-10-11 08:20:00)","2","0","114","6","1","1","0","0","0","77","45","0","0","122","122","1"
"[2016-10-11 08:00:00,2016-10-11 08:20:00)","3","0","150","17","0","1","0","0","0","110","58","0","0","168","168","1"
"[2016-10-11 08:00:00,2016-10-11 08:20:00)","4","0","108","6","0","1","1","0","0","79","37","103","13","0","116","1"
"[2016-10-05 15:40:00,2016-10-05 16:00:00)","0","164","19","6","1","0","1","0","0","183","8","0","0","191","191","1"
"[2016-10-05 15:40:00,2016-10-05 16:00:00)","1","0","10","4","2","1","4","0","0","13","8","8","13","0","21","1"
"[2016-10-05 15:40:00,2016-10-05 16:00:00)","2","0","11","0","1","1","0","0","0","0","13","0","0","13","13","1"
"[2016-10-05 15:40:00,2016-10-05 16:00:00)","3","118","33","7","3","5","2","0","1","145","24","0","0","169","169","1"
"[2016-10-05 15:40:00,2016-10-05 16:00:00)","4","0","16","4","0","0","1","0","0","11","10","10","11","0","21","1"
"[2016-10-12 22:20:00,2016-10-12 22:40:00)","0","0","7","0","0","0","0","0","0","5","2","0","0","7","7","1"
"[2016-10-12 22:20:00,2016-10-12 22:40:00)","1","0","24","5","0","1","2","0","1","23","10","25","8","0","33","1"
"[2016-10-12 22:20:00,2016-10-12 22:40:00)","2","0","11","1","0","0","0","0","0","7","5","0","0","12","12","1"
"[2016-10-12 22:20:00,2016-10-12 22:40:00)","3","0","18","4","0","0","0","0","0","16","6","0","0","22","22","1"
"[2016-10-12 22:20:00,2016-10-12 22:40:00)","4","0","27","1","0","0","3","0","0","24","7","26","5","0","31","1"
"[2016-10-09 04:20:00,2016-10-09 04:40:00)","0","0","4","2","0","0","2","0","0","8","0","0","0","8","8","0"
"[2016-10-09 04:20:00,2016-10-09 04:40:00)","1","0","22","1","0","0","2","0","0","24","1","10","15","0","25","0"
"[2016-10-09 04:20:00,2016-10-09 04:40:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0"
"[2016-10-09 04:20:00,2016-10-09 04:40:00)","3","0","17","2","0","0","3","0","0","21","1","0","0","22","22","0"
"[2016-10-09 04:20:00,2016-10-09 04:40:00)","4","0","1","1","0","1","0","0","0","3","0","1","2","0","3","0"
"[2016-10-13 19:20:00,2016-10-13 19:40:00)","0","0","19","0","0","0","0","0","0","14","5","0","0","19","19","1"
"[2016-10-13 19:20:00,2016-10-13 19:40:00)","1","0","25","2","1","0","1","0","0","20","9","19","10","0","29","1"
"[2016-10-13 19:20:00,2016-10-13 19:40:00)","2","0","39","6","0","0","0","0","0","33","12","0","0","45","45","1"
"[2016-10-13 19:20:00,2016-10-13 19:40:00)","3","0","40","11","0","0","0","0","0","38","13","0","0","51","51","1"
"[2016-10-13 19:20:00,2016-10-13 19:40:00)","4","0","54","0","1","0","2","0","0","42","15","52","5","0","57","1"
"[2016-10-06 20:00:00,2016-10-06 20:20:00)","0","119","15","3","3","0","5","0","0","140","5","0","0","145","145","1"
"[2016-10-06 20:00:00,2016-10-06 20:20:00)","1","0","7","2","0","0","3","0","0","7","5","6","6","0","12","1"
"[2016-10-06 20:00:00,2016-10-06 20:20:00)","2","0","10","0","0","0","0","0","0","0","10","0","0","10","10","1"
"[2016-10-06 20:00:00,2016-10-06 20:20:00)","3","82","13","4","1","2","0","0","0","92","10","0","0","102","102","1"
"[2016-10-06 20:00:00,2016-10-06 20:20:00)","4","0","6","1","0","0","1","0","0","4","4","5","3","0","8","1"
"[2016-10-13 12:40:00,2016-10-13 13:00:00)","0","0","35","1","1","2","0","0","0","26","13","0","0","39","39","1"
"[2016-10-13 12:40:00,2016-10-13 13:00:00)","1","0","84","8","1","1","4","0","0","77","21","67","31","0","98","1"
"[2016-10-13 12:40:00,2016-10-13 13:00:00)","2","0","60","10","0","0","0","0","0","59","11","0","0","70","70","1"
"[2016-10-13 12:40:00,2016-10-13 13:00:00)","3","0","89","25","1","2","0","0","0","87","30","0","0","117","117","1"
"[2016-10-13 12:40:00,2016-10-13 13:00:00)","4","0","83","10","2","0","2","0","0","79","18","73","24","0","97","1"
"[2016-10-02 11:40:00,2016-10-02 12:00:00)","0","137","13","2","1","0","5","0","0","148","10","0","0","158","158","0"
"[2016-10-02 11:40:00,2016-10-02 12:00:00)","1","0","5","3","1","1","0","0","0","7","3","5","5","0","10","0"
"[2016-10-02 11:40:00,2016-10-02 12:00:00)","2","0","7","0","0","0","0","0","0","0","7","0","0","7","7","0"
"[2016-10-02 11:40:00,2016-10-02 12:00:00)","3","46","6","1","0","1","2","0","0","53","3","0","0","56","56","0"
"[2016-10-02 11:40:00,2016-10-02 12:00:00)","4","0","20","2","2","0","2","0","0","9","17","18","8","0","26","0"
"[2016-09-23 11:20:00,2016-09-23 11:40:00)","0","0","38","7","0","0","0","0","0","36","9","0","0","45","45","1"
"[2016-09-23 11:20:00,2016-09-23 11:40:00)","1","0","68","11","2","1","1","0","1","60","24","60","24","0","84","1"
"[2016-09-23 11:20:00,2016-09-23 11:40:00)","2","0","45","12","0","0","0","0","0","42","15","0","0","57","57","1"
"[2016-09-23 11:20:00,2016-09-23 11:40:00)","3","0","66","23","2","1","0","0","1","67","26","0","0","93","93","1"
"[2016-09-23 11:20:00,2016-09-23 11:40:00)","4","0","72","7","3","1","1","0","0","65","19","69","15","0","84","1"
"[2016-10-12 10:20:00,2016-10-12 10:40:00)","0","0","41","2","0","0","0","0","0","31","12","0","0","43","43","1"
"[2016-10-12 10:20:00,2016-10-12 10:40:00)","1","0","80","7","5","3","1","0","0","74","22","69","27","0","96","1"
"[2016-10-12 10:20:00,2016-10-12 10:40:00)","2","0","53","8","0","0","0","0","0","51","10","0","0","61","61","1"
"[2016-10-12 10:20:00,2016-10-12 10:40:00)","3","0","89","24","0","1","0","0","0","83","31","0","0","114","114","1"
"[2016-10-12 10:20:00,2016-10-12 10:40:00)","4","0","63","6","0","1","2","0","0","50","22","57","15","0","72","1"
"[2016-10-03 10:40:00,2016-10-03 11:00:00)","0","100","16","2","1","0","0","0","0","103","16","0","0","119","119","1"
"[2016-10-03 10:40:00,2016-10-03 11:00:00)","1","0","1","3","1","3","0","0","0","5","3","4","4","0","8","1"
"[2016-10-03 10:40:00,2016-10-03 11:00:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-03 10:40:00,2016-10-03 11:00:00)","3","123","11","3","0","1","5","0","0","136","7","0","0","143","143","1"
"[2016-10-03 10:40:00,2016-10-03 11:00:00)","4","0","20","2","0","0","1","0","0","7","16","16","7","0","23","1"
"[2016-10-17 14:40:00,2016-10-17 15:00:00)","0","0","43","3","3","3","0","0","0","35","17","0","0","52","52","1"
"[2016-10-17 14:40:00,2016-10-17 15:00:00)","1","0","91","10","5","2","1","0","0","88","21","80","29","0","109","1"
"[2016-10-17 14:40:00,2016-10-17 15:00:00)","2","0","51","4","0","1","0","0","0","46","10","0","0","56","56","1"
"[2016-10-17 14:40:00,2016-10-17 15:00:00)","3","0","67","16","1","1","0","0","0","60","25","0","0","85","85","1"
"[2016-10-17 14:40:00,2016-10-17 15:00:00)","4","0","90","6","3","0","1","0","0","77","23","87","13","0","100","1"
"[2016-10-17 13:00:00,2016-10-17 13:20:00)","0","0","33","1","1","0","0","0","0","26","9","0","0","35","35","1"
"[2016-10-17 13:00:00,2016-10-17 13:20:00)","1","0","76","5","4","1","2","0","0","66","22","66","22","0","88","1"
"[2016-10-17 13:00:00,2016-10-17 13:20:00)","2","0","59","2","1","0","0","0","0","45","17","0","0","62","62","1"
"[2016-10-17 13:00:00,2016-10-17 13:20:00)","3","0","88","19","0","1","0","0","0","85","23","0","0","108","108","1"
"[2016-10-17 13:00:00,2016-10-17 13:20:00)","4","0","106","8","5","0","8","0","0","103","24","100","27","0","127","1"
"[2016-09-23 14:00:00,2016-09-23 14:20:00)","0","0","53","3","2","0","0","0","0","46","12","0","0","58","58","1"
"[2016-09-23 14:00:00,2016-09-23 14:20:00)","1","0","93","10","0","3","2","0","0","89","19","84","24","0","108","1"
"[2016-09-23 14:00:00,2016-09-23 14:20:00)","2","0","61","4","0","0","0","0","0","54","11","0","0","65","65","1"
"[2016-09-23 14:00:00,2016-09-23 14:20:00)","3","0","142","17","0","2","0","0","0","118","43","0","0","161","161","1"
"[2016-09-23 14:00:00,2016-09-23 14:20:00)","4","0","98","4","3","0","0","0","0","72","33","97","8","0","105","1"
"[2016-10-03 22:40:00,2016-10-03 23:00:00)","0","35","3","0","1","0","1","0","0","39","1","0","0","40","40","1"
"[2016-10-03 22:40:00,2016-10-03 23:00:00)","1","0","2","3","0","0","1","0","0","5","1","1","5","0","6","1"
"[2016-10-03 22:40:00,2016-10-03 23:00:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-03 22:40:00,2016-10-03 23:00:00)","3","17","7","1","0","0","0","0","0","22","3","0","0","25","25","1"
"[2016-10-03 22:40:00,2016-10-03 23:00:00)","4","0","5","1","0","2","2","0","0","4","6","7","3","0","10","1"
"[2016-10-13 22:20:00,2016-10-13 22:40:00)","0","0","11","0","0","0","0","0","0","7","4","0","0","11","11","1"
"[2016-10-13 22:20:00,2016-10-13 22:40:00)","1","0","17","1","0","1","0","0","0","12","7","16","3","0","19","1"
"[2016-10-13 22:20:00,2016-10-13 22:40:00)","2","0","10","3","0","0","0","0","0","7","6","0","0","13","13","1"
"[2016-10-13 22:20:00,2016-10-13 22:40:00)","3","0","18","4","0","0","0","0","0","15","7","0","0","22","22","1"
"[2016-10-13 22:20:00,2016-10-13 22:40:00)","4","0","30","2","0","0","1","0","0","20","13","30","3","0","33","1"
"[2016-09-25 23:40:00,2016-09-26 00:00:00)","0","0","8","1","0","0","0","0","0","6","3","0","0","9","9","0"
"[2016-09-25 23:40:00,2016-09-26 00:00:00)","1","0","12","1","0","0","2","0","0","13","2","9","6","0","15","0"
"[2016-09-25 23:40:00,2016-09-26 00:00:00)","2","0","10","2","0","0","0","0","0","9","3","0","0","12","12","0"
