date,time,gate_dir,vehicle_model[0],vehicle_model[1],vehicle_model[2],vehicle_model[3],vehicle_model[4],vehicle_model[5],vehicle_model[6],vehicle_model[7],has_etc[0],has_etc[1],working_day,total_volume
'2016-09-19','22:40:00',4,0,21,0,0,0,0,0,0,17,4,1,21
'2016-09-19','23:00:00',0,0,1,0,0,0,0,0,0,0,1,1,1
'2016-09-19','23:00:00',1,0,12,2,0,0,2,0,0,14,2,1,16
'2016-09-19','23:00:00',2,0,13,3,0,0,0,0,0,12,4,1,16
'2016-09-19','23:00:00',3,0,5,1,0,0,0,0,0,5,1,1,6
'2016-09-19','23:00:00',4,0,7,0,0,0,0,0,0,5,2,1,7
'2016-09-19','23:20:00',0,0,5,2,0,0,0,0,0,6,1,1,7
'2016-09-19','23:20:00',1,0,6,2,0,0,2,0,0,8,2,1,10
'2016-09-19','23:20:00',2,0,0,5,0,1,0,0,0,5,1,1,6
'2016-09-19','23:20:00',3,0,7,4,0,0,0,0,0,11,0,1,11
'2016-09-19','23:20:00',4,0,11,0,0,0,0,0,0,6,5,1,11
'2016-09-19','23:40:00',0,0,5,0,0,1,0,0,0,4,2,1,6
'2016-09-19','23:40:00',1,0,11,0,2,0,0,0,0,10,3,1,13
'2016-09-19','23:40:00',2,0,8,4,0,0,0,0,0,9,3,1,12
'2016-09-19','23:40:00',3,0,14,8,0,0,0,0,0,18,4,1,22
'2016-09-19','23:40:00',4,0,13,0,0,1,2,0,0,11,5,1,16
'2016-09-20','00:00:00',0,0,11,1,0,1,1,0,0,13,1,1,14
'2016-09-20','00:00:00',1,0,111,11,4,8,3,0,2,114,25,1,139
'2016-09-20','00:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','00:00:00',3,0,15,2,0,0,0,0,0,15,2,1,17
'2016-09-20','00:00:00',4,0,211,11,5,0,3,0,1,172,59,1,231
'2016-09-20','00:20:00',0,0,10,0,1,0,2,0,0,13,0,1,13
'2016-09-20','00:20:00',1,0,54,8,5,9,2,0,2,69,11,1,80
'2016-09-20','00:20:00',2,0,2,0,0,0,0,0,0,0,2,1,2
'2016-09-20','00:20:00',3,0,10,2,1,0,0,0,0,13,0,1,13
'2016-09-20','00:20:00',4,0,139,2,3,1,1,0,2,99,49,1,148
'2016-09-20','00:40:00',0,0,7,0,0,0,0,0,0,6,1,1,7
'2016-09-20','00:40:00',1,0,26,5,3,2,1,0,0,30,7,1,37
'2016-09-20','00:40:00',2,0,2,0,0,0,0,0,0,0,2,1,2
'2016-09-20','00:40:00',3,0,13,1,0,0,2,0,1,17,0,1,17
'2016-09-20','00:40:00',4,0,83,3,3,2,1,0,0,67,25,1,92
'2016-09-20','01:00:00',0,0,4,1,0,0,1,0,0,4,2,1,6
'2016-09-20','01:00:00',1,0,4,0,1,0,1,0,0,6,0,1,6
'2016-09-20','01:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','01:00:00',3,0,14,0,1,0,0,0,0,14,1,1,15
'2016-09-20','01:00:00',4,0,7,1,0,0,1,0,0,7,2,1,9
'2016-09-20','01:20:00',0,0,3,0,2,0,0,0,0,4,1,1,5
'2016-09-20','01:20:00',1,0,6,1,1,0,0,0,0,8,0,1,8
'2016-09-20','01:20:00',2,0,1,0,0,0,0,0,0,0,1,1,1
'2016-09-20','01:20:00',3,0,12,0,0,0,2,0,0,12,2,1,14
'2016-09-20','01:20:00',4,0,10,0,0,0,0,0,0,9,1,1,10
'2016-09-20','01:40:00',0,0,4,0,0,0,1,0,0,4,1,1,5
'2016-09-20','01:40:00',1,0,10,0,1,0,0,0,0,10,1,1,11
'2016-09-20','01:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','01:40:00',3,0,15,3,0,0,0,0,0,17,1,1,18
'2016-09-20','01:40:00',4,0,3,1,1,0,0,0,0,4,1,1,5
'2016-09-20','02:00:00',0,0,2,0,1,0,3,0,0,6,0,1,6
'2016-09-20','02:00:00',1,0,5,0,2,1,0,0,0,7,1,1,8
'2016-09-20','02:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','02:00:00',3,0,9,1,0,0,0,0,2,11,1,1,12
'2016-09-20','02:00:00',4,0,3,0,1,0,0,0,0,4,0,1,4
'2016-09-20','02:20:00',0,0,4,2,1,0,2,0,0,7,2,1,9
'2016-09-20','02:20:00',1,0,6,0,4,0,2,0,0,11,1,1,12
'2016-09-20','02:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','02:20:00',3,0,15,0,1,0,1,0,0,17,0,1,17
'2016-09-20','02:20:00',4,0,2,1,0,0,1,0,0,3,1,1,4
'2016-09-20','02:40:00',0,0,4,1,0,0,2,0,0,7,0,1,7
'2016-09-20','02:40:00',1,0,6,0,0,0,2,0,0,7,1,1,8
'2016-09-20','02:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','02:40:00',3,0,11,1,1,0,0,0,0,10,3,1,13
'2016-09-20','02:40:00',4,0,6,1,0,0,1,0,0,7,1,1,8
'2016-09-20','03:00:00',0,0,2,2,2,1,3,0,0,10,0,1,10
'2016-09-20','03:00:00',1,0,1,0,0,0,1,0,0,2,0,1,2
'2016-09-20','03:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','03:00:00',3,0,6,0,0,0,1,0,0,6,1,1,7
'2016-09-20','03:00:00',4,0,3,1,0,0,2,0,0,6,0,1,6
'2016-09-20','03:20:00',0,0,2,2,1,0,3,0,0,8,0,1,8
'2016-09-20','03:20:00',1,0,10,2,0,1,0,0,0,13,0,1,13
'2016-09-20','03:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','03:20:00',3,0,6,1,1,0,0,0,0,8,0,1,8
'2016-09-20','03:20:00',4,0,0,1,0,0,2,0,0,3,0,1,3
'2016-09-20','03:40:00',0,0,2,1,1,0,1,0,0,5,0,1,5
'2016-09-20','03:40:00',1,0,16,0,1,0,1,0,0,18,0,1,18
'2016-09-20','03:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','03:40:00',3,0,10,0,0,0,1,0,0,11,0,1,11
'2016-09-20','03:40:00',4,0,3,1,2,0,0,0,0,5,1,1,6
'2016-09-20','04:00:00',0,0,4,2,4,0,1,0,0,11,0,1,11
'2016-09-20','04:00:00',1,0,14,2,1,0,3,0,0,20,0,1,20
'2016-09-20','04:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','04:00:00',3,0,9,1,0,0,0,0,0,8,2,1,10
'2016-09-20','04:00:00',4,0,3,0,2,0,1,0,0,6,0,1,6
'2016-09-20','04:20:00',0,0,3,3,0,0,2,0,0,7,1,1,8
'2016-09-20','04:20:00',1,0,14,2,0,0,1,0,0,14,3,1,17
'2016-09-20','04:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','04:20:00',3,0,5,2,2,0,0,0,0,9,0,1,9
'2016-09-20','04:20:00',4,0,4,1,0,0,1,0,0,3,3,1,6
'2016-09-20','04:40:00',0,0,6,5,2,1,1,0,0,14,1,1,15
'2016-09-20','04:40:00',1,0,17,1,1,0,1,0,0,17,3,1,20
'2016-09-20','04:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-20','04:40:00',3,0,7,2,1,0,1,0,0,9,2,1,11
'2016-09-20','04:40:00',4,0,4,0,0,0,0,0,0,4,0,1,4
'2016-09-20','05:00:00',0,0,3,5,1,0,0,0,0,8,1,1,9
'2016-09-20','05:00:00',1,0,20,3,1,0,3,0,0,27,0,1,27
'2016-09-20','05:00:00',2,0,4,1,0,0,0,0,0,5,0,1,5
'2016-09-20','05:00:00',3,0,8,4,0,0,0,0,0,10,2,1,12
'2016-09-20','05:00:00',4,0,5,2,2,0,3,0,0,9,3,1,12
'2016-09-20','05:20:00',0,0,3,1,0,0,0,0,0,4,0,1,4
'2016-09-20','05:20:00',1,0,25,7,2,0,2,0,1,36,1,1,37
'2016-09-20','05:20:00',2,0,11,6,0,1,0,0,0,15,3,1,18
'2016-09-20','05:20:00',3,0,9,8,0,0,0,0,0,16,1,1,17
'2016-09-20','05:20:00',4,0,9,2,1,0,0,0,0,12,0,1,12
'2016-09-20','05:40:00',0,0,8,2,0,0,0,0,0,8,2,1,10
'2016-09-20','05:40:00',1,0,21,3,3,0,8,0,0,31,4,1,35
'2016-09-20','05:40:00',2,0,13,8,0,0,0,0,0,17,4,1,21
'2016-09-20','05:40:00',3,0,13,7,0,0,0,0,0,19,1,1,20
'2016-09-20','05:40:00',4,0,12,4,0,0,2,0,0,15,3,1,18
'2016-09-20','06:00:00',0,0,11,2,0,0,0,0,0,9,4,1,13
'2016-09-20','06:00:00',1,0,34,6,4,0,2,0,1,43,4,1,47
'2016-09-20','06:00:00',2,0,29,4,0,0,0,0,0,30,3,1,33
'2016-09-20','06:00:00',3,0,20,10,1,0,0,0,0,24,7,1,31
'2016-09-20','06:00:00',4,0,18,3,3,0,0,0,0,22,2,1,24
'2016-09-20','06:20:00',0,0,15,5,0,0,0,0,0,16,4,1,20
'2016-09-20','06:20:00',1,0,40,14,2,1,2,0,0,56,3,1,59
'2016-09-20','06:20:00',2,0,26,5,0,0,0,0,0,24,7,1,31
'2016-09-20','06:20:00',3,1,30,12,0,0,0,0,0,33,10,1,43
'2016-09-20','06:20:00',4,0,31,6,4,0,1,0,1,36,7,1,43
'2016-09-20','06:40:00',0,0,24,2,2,1,0,0,0,21,8,1,29
'2016-09-20','06:40:00',1,0,52,8,4,3,2,0,0,60,9,1,69
'2016-09-20','06:40:00',2,0,48,6,0,0,0,0,0,41,13,1,54
'2016-09-20','06:40:00',3,0,59,19,1,1,0,0,0,59,21,1,80
'2016-09-20','06:40:00',4,0,58,2,2,0,4,0,0,57,9,1,66
'2016-09-20','07:00:00',0,0,34,3,0,1,0,0,0,24,14,1,38
'2016-09-20','07:00:00',1,0,70,12,3,3,0,0,0,65,23,1,88
'2016-09-20','07:00:00',2,0,71,7,0,1,0,0,0,51,28,1,79
'2016-09-20','07:00:00',3,0,89,18,1,5,0,0,0,68,45,1,113
'2016-09-20','07:00:00',4,0,72,8,1,0,2,0,0,64,19,1,83
'2016-09-20','07:20:00',0,0,28,2,0,0,0,0,0,23,7,1,30
'2016-09-20','07:20:00',1,0,112,5,5,1,2,0,1,94,32,1,126
'2016-09-20','07:20:00',2,0,78,7,1,0,0,0,0,52,34,1,86
'2016-09-20','07:20:00',3,0,120,18,1,2,0,0,0,93,48,1,141
'2016-09-20','07:20:00',4,0,88,3,0,4,2,0,0,70,27,1,97
'2016-09-20','07:40:00',0,0,30,1,0,0,0,0,0,22,9,1,31
'2016-09-20','07:40:00',1,0,130,4,3,2,0,0,0,99,40,1,139
'2016-09-20','07:40:00',2,0,81,12,0,0,0,0,0,57,36,1,93
'2016-09-20','07:40:00',3,0,121,12,1,2,0,0,0,85,51,1,136
'2016-09-20','07:40:00',4,0,115,5,1,0,1,0,0,94,28,1,122
'2016-09-20','08:00:00',0,0,46,7,0,0,0,0,0,32,21,1,53
'2016-09-20','08:00:00',1,0,115,11,3,1,2,0,0,95,37,1,132
'2016-09-20','08:00:00',2,0,103,9,0,0,0,0,0,79,33,1,112
'2016-09-20','08:00:00',3,0,127,17,0,1,0,0,0,102,43,1,145
'2016-09-20','08:00:00',4,0,147,5,1,0,1,0,0,111,43,1,154
'2016-09-20','08:20:00',0,0,42,6,2,0,0,0,0,29,21,1,50
'2016-09-20','08:20:00',1,0,142,5,2,2,0,0,0,119,32,1,151
'2016-09-20','08:20:00',2,0,104,6,1,0,0,0,0,72,39,1,111
'2016-09-20','08:20:00',3,0,156,16,1,0,0,0,0,125,48,1,173
'2016-09-20','08:20:00',4,0,197,8,1,0,1,0,2,148,61,1,209
'2016-09-20','08:40:00',0,0,42,1,2,0,0,0,0,30,15,1,45
'2016-09-20','08:40:00',1,0,117,8,2,0,2,0,2,108,23,1,131
'2016-09-20','08:40:00',2,0,104,8,0,0,0,0,0,79,33,1,112
'2016-09-20','08:40:00',3,0,133,19,1,1,0,0,0,105,49,1,154
'2016-09-20','08:40:00',4,0,198,7,2,1,2,0,0,136,74,1,210
'2016-09-20','09:00:00',0,0,44,3,0,4,0,0,0,38,13,1,51
'2016-09-20','09:00:00',1,0,131,7,2,6,3,0,1,121,29,1,150
'2016-09-20','09:00:00',2,0,95,8,1,1,0,0,0,79,26,1,105
'2016-09-20','09:00:00',3,0,127,16,0,1,0,0,0,99,45,1,144
'2016-09-20','09:00:00',4,0,181,5,3,0,1,0,1,139,52,1,191
'2016-09-20','09:20:00',0,0,65,3,0,0,0,0,0,47,21,1,68
'2016-09-20','09:20:00',1,0,126,5,3,3,5,0,0,114,28,1,142
'2016-09-20','09:20:00',2,0,85,13,0,0,0,0,1,74,25,1,99
'2016-09-20','09:20:00',3,0,113,28,0,1,0,0,0,115,27,1,142
'2016-09-20','09:20:00',4,0,204,8,5,1,4,0,0,165,57,1,222
'2016-09-20','09:40:00',0,0,56,2,0,1,0,0,0,45,14,1,59
'2016-09-20','09:40:00',1,0,150,13,3,6,1,0,0,136,37,1,173
'2016-09-20','09:40:00',2,0,74,12,1,0,0,0,0,63,24,1,87
'2016-09-20','09:40:00',3,0,112,31,0,1,0,0,0,109,35,1,144
'2016-09-20','09:40:00',4,0,167,3,2,0,1,0,1,128,46,1,174
'2016-09-20','10:00:00',0,0,53,3,0,0,0,0,0,46,10,1,56
'2016-09-20','10:00:00',1,0,77,12,0,5,2,0,0,73,23,1,96
'2016-09-20','10:00:00',2,0,71,14,0,0,0,0,0,65,20,1,85
'2016-09-20','10:00:00',3,0,100,21,1,1,0,0,0,98,25,1,123
'2016-09-20','10:00:00',4,0,77,3,0,0,1,0,0,63,18,1,81
'2016-09-20','10:20:00',0,0,54,6,0,0,0,0,0,46,14,1,60
'2016-09-20','10:20:00',1,0,77,11,1,2,1,0,0,74,18,1,92
'2016-09-20','10:20:00',2,0,67,8,0,0,0,0,1,60,16,1,76
'2016-09-20','10:20:00',3,0,113,23,0,1,0,0,0,113,24,1,137
'2016-09-20','10:20:00',4,0,91,1,2,0,1,0,2,69,28,1,97
'2016-09-20','10:40:00',0,0,59,4,0,0,0,0,0,51,12,1,63
'2016-09-20','10:40:00',1,0,81,4,3,1,2,0,1,74,18,1,92
'2016-09-20','10:40:00',2,0,74,6,0,0,0,0,0,60,20,1,80
'2016-09-20','10:40:00',3,0,92,22,0,0,0,0,0,88,26,1,114
'2016-09-20','10:40:00',4,0,66,4,3,0,4,0,0,60,17,1,77
'2016-09-20','11:00:00',0,0,53,2,0,2,0,0,0,41,16,1,57
'2016-09-20','11:00:00',1,0,74,9,3,3,1,0,0,67,23,1,90
'2016-09-20','11:00:00',2,0,50,13,0,0,0,0,0,51,12,1,63
'2016-09-20','11:00:00',3,0,99,20,0,1,0,0,0,94,26,1,120
'2016-09-20','11:00:00',4,0,74,1,1,2,1,0,0,55,24,1,79
'2016-09-20','11:20:00',0,0,58,4,1,1,0,0,0,47,17,1,64
'2016-09-20','11:20:00',1,0,73,16,3,3,3,0,0,81,17,1,98
'2016-09-20','11:20:00',2,0,38,8,0,0,0,0,0,39,7,1,46
'2016-09-20','11:20:00',3,0,83,17,0,2,0,0,0,80,22,1,102
'2016-09-20','11:20:00',4,0,68,7,3,0,4,0,0,64,18,1,82
'2016-09-20','11:40:00',0,0,45,5,0,0,0,0,0,43,7,1,50
'2016-09-20','11:40:00',1,0,69,8,3,2,4,0,1,73,14,1,87
'2016-09-20','11:40:00',2,0,49,6,0,0,0,0,0,46,9,1,55
'2016-09-20','11:40:00',3,0,86,24,1,0,0,0,0,88,23,1,111
'2016-09-20','11:40:00',4,0,64,11,4,0,4,0,0,61,22,1,83
'2016-09-20','12:00:00',0,0,49,4,0,0,0,0,0,36,17,1,53
'2016-09-20','12:00:00',1,0,74,8,1,2,1,0,0,69,17,1,86
'2016-09-20','12:00:00',2,0,62,11,0,0,0,0,0,59,14,1,73
'2016-09-20','12:00:00',3,1,76,22,1,1,0,0,0,84,17,1,101
'2016-09-20','12:00:00',4,0,94,8,5,1,1,0,0,86,23,1,109
'2016-09-20','12:20:00',0,0,59,2,1,0,0,0,0,41,21,1,62
'2016-09-20','12:20:00',1,0,66,12,1,1,1,0,1,70,12,1,82
'2016-09-20','12:20:00',2,0,79,9,0,0,0,0,0,63,25,1,88
'2016-09-20','12:20:00',3,0,104,17,0,1,0,0,0,94,28,1,122
'2016-09-20','12:20:00',4,0,68,5,2,1,2,0,0,60,18,1,78
'2016-09-20','12:40:00',0,0,71,4,0,0,0,0,0,55,20,1,75
'2016-09-20','12:40:00',1,0,59,7,2,1,1,0,0,57,13,1,70
'2016-09-20','12:40:00',2,0,75,4,1,0,0,0,0,59,21,1,80
'2016-09-20','12:40:00',3,0,113,19,0,1,0,0,0,101,32,1,133
'2016-09-20','12:40:00',4,0,83,6,0,1,2,0,0,73,19,1,92
'2016-09-20','13:00:00',0,0,92,4,2,0,0,0,0,75,23,1,98
'2016-09-20','13:00:00',1,0,84,11,0,4,0,0,0,86,13,1,99
'2016-09-20','13:00:00',2,0,64,7,2,1,0,0,1,51,24,1,75
'2016-09-20','13:00:00',3,0,98,27,2,3,0,0,0,102,28,1,130
'2016-09-20','13:00:00',4,0,87,3,1,2,1,0,0,71,23,1,94
'2016-09-20','13:20:00',0,0,79,3,0,0,0,0,0,57,25,1,82
'2016-09-20','13:20:00',1,0,78,10,6,0,1,0,0,77,18,1,95
'2016-09-20','13:20:00',2,0,87,5,3,0,0,0,1,73,23,1,96
'2016-09-20','13:20:00',3,0,111,25,3,4,0,0,0,107,36,1,143
'2016-09-20','13:20:00',4,0,81,4,1,0,2,0,0,67,21,1,88
'2016-09-20','13:40:00',0,0,80,3,1,0,0,0,0,62,22,1,84
'2016-09-20','13:40:00',1,0,77,12,4,2,7,0,1,82,21,1,103
'2016-09-20','13:40:00',2,0,58,10,1,0,0,0,0,50,19,1,69
'2016-09-20','13:40:00',3,0,99,31,1,5,0,0,0,106,30,1,136
'2016-09-20','13:40:00',4,0,86,5,2,1,5,0,0,78,21,1,99
'2016-09-20','14:00:00',0,0,75,5,1,0,0,0,0,67,14,1,81
'2016-09-20','14:00:00',1,0,96,4,0,3,2,0,0,75,30,1,105
'2016-09-20','14:00:00',2,0,70,10,1,0,0,0,0,59,22,1,81
'2016-09-20','14:00:00',3,0,103,25,0,3,0,0,0,98,33,1,131
'2016-09-20','14:00:00',4,0,90,8,1,0,0,0,0,84,15,1,99
'2016-09-20','14:20:00',0,0,84,6,0,0,0,0,0,71,19,1,90
'2016-09-20','14:20:00',1,0,77,9,1,4,3,0,0,69,25,1,94
'2016-09-20','14:20:00',2,0,63,8,0,0,0,0,1,53,19,1,72
'2016-09-20','14:20:00',3,0,116,21,2,2,0,0,0,113,28,1,141
'2016-09-20','14:20:00',4,0,79,0,2,0,0,0,0,66,15,1,81
'2016-09-20','14:40:00',0,0,58,8,1,0,0,0,0,56,11,1,67
'2016-09-20','14:40:00',1,0,86,6,3,2,1,0,1,77,22,1,99
'2016-09-20','14:40:00',2,0,58,10,0,1,0,0,1,59,11,1,70
'2016-09-20','14:40:00',3,0,103,18,0,1,0,0,0,95,27,1,122
'2016-09-20','14:40:00',4,0,87,1,0,0,1,0,0,70,19,1,89
'2016-09-20','15:00:00',0,0,66,5,0,0,0,0,0,55,16,1,71
'2016-09-20','15:00:00',1,0,68,5,0,4,1,0,0,62,16,1,78
'2016-09-20','15:00:00',2,0,52,9,0,1,0,0,0,47,15,1,62
'2016-09-20','15:00:00',3,0,98,23,1,2,0,0,0,95,29,1,124
'2016-09-20','15:00:00',4,0,72,4,3,0,1,0,0,55,25,1,80
'2016-09-20','15:20:00',0,0,58,4,2,0,0,0,0,49,15,1,64
'2016-09-20','15:20:00',1,0,70,5,1,2,1,0,0,64,15,1,79
'2016-09-20','15:20:00',2,0,64,5,0,0,0,0,0,53,16,1,69
'2016-09-20','15:20:00',3,0,106,23,1,2,0,0,0,110,22,1,132
'2016-09-20','15:20:00',4,0,64,6,2,0,1,0,0,59,14,1,73
'2016-09-20','15:40:00',0,0,65,8,0,0,0,0,0,59,14,1,73
'2016-09-20','15:40:00',1,0,58,7,1,4,1,0,0,57,14,1,71
'2016-09-20','15:40:00',2,0,59,10,0,0,0,0,0,59,10,1,69
'2016-09-20','15:40:00',3,0,107,24,0,0,0,0,0,100,31,1,131
'2016-09-20','15:40:00',4,0,76,2,3,3,2,0,1,66,21,1,87
'2016-09-20','16:00:00',0,0,47,1,0,0,0,0,0,31,17,1,48
'2016-09-20','16:00:00',1,0,84,7,2,0,2,0,0,73,22,1,95
'2016-09-20','16:00:00',2,0,68,11,0,2,0,0,1,64,18,1,82
'2016-09-20','16:00:00',3,0,105,16,0,1,0,0,0,87,35,1,122
'2016-09-20','16:00:00',4,0,74,5,1,3,2,0,0,71,14,1,85
'2016-09-20','16:20:00',0,0,55,1,0,1,0,0,0,43,14,1,57
'2016-09-20','16:20:00',1,0,81,7,2,5,1,0,0,75,21,1,96
'2016-09-20','16:20:00',2,0,69,7,0,0,0,0,0,60,16,1,76
'2016-09-20','16:20:00',3,1,91,20,0,1,0,0,0,91,22,1,113
'2016-09-20','16:20:00',4,0,90,3,2,1,1,0,0,68,29,1,97
'2016-09-20','16:40:00',0,0,48,0,0,0,0,0,0,34,14,1,48
'2016-09-20','16:40:00',1,0,83,5,2,5,0,0,0,65,30,1,95
'2016-09-20','16:40:00',2,0,55,6,0,2,0,0,1,44,20,1,64
'2016-09-20','16:40:00',3,0,102,19,0,1,0,0,0,94,28,1,122
'2016-09-20','16:40:00',4,0,85,5,4,0,2,0,0,74,22,1,96
'2016-09-20','17:00:00',0,0,36,2,0,0,0,0,0,29,9,1,38
'2016-09-20','17:00:00',1,0,89,15,3,2,1,0,1,82,29,1,111
'2016-09-20','17:00:00',2,0,76,6,0,0,0,0,0,70,12,1,82
'2016-09-20','17:00:00',3,0,103,22,0,1,0,0,0,94,32,1,126
'2016-09-20','17:00:00',4,0,79,4,0,0,1,0,0,57,27,1,84
'2016-09-20','17:20:00',0,0,39,2,0,1,0,0,0,28,14,1,42
'2016-09-20','17:20:00',1,0,92,7,3,7,1,0,0,66,44,1,110
'2016-09-20','17:20:00',2,0,74,11,1,0,0,0,0,66,20,1,86
'2016-09-20','17:20:00',3,0,90,26,0,0,0,0,0,95,21,1,116
'2016-09-20','17:20:00',4,0,81,1,2,0,2,0,0,59,27,1,86
'2016-09-20','17:40:00',0,0,36,1,1,0,0,0,0,23,15,1,38
'2016-09-20','17:40:00',1,0,124,4,3,1,1,0,0,87,46,1,133
'2016-09-20','17:40:00',2,0,75,8,0,2,0,0,0,66,19,1,85
'2016-09-20','17:40:00',3,0,76,18,0,1,0,0,0,77,18,1,95
'2016-09-20','17:40:00',4,0,96,3,5,0,2,0,0,72,34,1,106
'2016-09-20','18:00:00',0,0,23,3,0,0,0,0,0,22,4,1,26
'2016-09-20','18:00:00',1,0,74,3,1,0,0,0,0,50,28,1,78
'2016-09-20','18:00:00',2,0,69,7,0,1,0,0,0,53,24,1,77
'2016-09-20','18:00:00',3,0,72,8,1,0,0,0,0,57,24,1,81
'2016-09-20','18:00:00',4,0,86,1,2,1,0,0,0,58,32,1,90
'2016-09-20','18:20:00',0,0,26,3,0,0,0,0,0,19,10,1,29
'2016-09-20','18:20:00',1,0,57,3,0,0,0,0,0,42,18,1,60
'2016-09-20','18:20:00',2,0,52,8,0,0,0,0,0,42,18,1,60
'2016-09-20','18:20:00',3,1,78,18,2,1,0,0,0,75,25,1,100
'2016-09-20','18:20:00',4,0,81,0,1,0,2,0,0,61,23,1,84
'2016-09-20','18:40:00',0,0,19,1,0,0,0,0,0,14,6,1,20
'2016-09-20','18:40:00',1,0,47,4,0,2,0,0,0,37,16,1,53
'2016-09-20','18:40:00',2,0,53,2,0,1,0,0,0,37,19,1,56
'2016-09-20','18:40:00',3,0,49,13,0,1,0,0,0,47,16,1,63
'2016-09-20','18:40:00',4,0,81,2,0,1,4,0,0,67,21,1,88
'2016-09-20','19:00:00',0,0,16,0,1,0,0,0,0,12,5,1,17
'2016-09-20','19:00:00',1,0,36,4,1,0,3,0,0,36,8,1,44
'2016-09-20','19:00:00',2,0,57,4,0,0,0,0,0,42,19,1,61
'2016-09-20','19:00:00',3,0,48,11,0,0,0,0,0,48,11,1,59
'2016-09-20','19:00:00',4,0,53,0,0,0,0,0,0,41,12,1,53
'2016-09-20','19:20:00',0,0,28,1,0,0,0,0,0,19,10,1,29
'2016-09-20','19:20:00',1,0,50,1,1,0,0,0,0,42,10,1,52
'2016-09-20','19:20:00',2,0,24,3,0,0,0,0,0,22,5,1,27
'2016-09-20','19:20:00',3,0,36,16,0,0,0,0,0,39,13,1,52
'2016-09-20','19:20:00',4,0,48,1,3,0,0,0,0,40,12,1,52
'2016-09-20','19:40:00',0,0,20,1,0,0,0,0,0,12,9,1,21
'2016-09-20','19:40:00',1,0,37,5,1,1,5,0,0,37,12,1,49
'2016-09-20','19:40:00',2,0,27,13,0,0,0,0,0,29,11,1,40
'2016-09-20','19:40:00',3,0,32,16,0,0,0,0,0,36,12,1,48
'2016-09-20','19:40:00',4,0,41,4,1,0,4,0,0,38,12,1,50
'2016-09-20','20:00:00',0,0,11,1,0,0,0,0,0,8,4,1,12
'2016-09-20','20:00:00',1,0,29,3,1,0,0,0,1,27,7,1,34
'2016-09-20','20:00:00',2,0,28,7,0,0,0,0,0,30,5,1,35
'2016-09-20','20:00:00',3,0,49,11,0,2,0,0,0,46,16,1,62
'2016-09-20','20:00:00',4,0,56,3,2,0,1,0,0,44,18,1,62
'2016-09-20','20:20:00',0,0,15,1,0,0,0,0,0,8,8,1,16
'2016-09-20','20:20:00',1,0,37,5,0,0,0,0,0,35,7,1,42
'2016-09-20','20:20:00',2,0,25,6,0,0,0,0,0,23,8,1,31
'2016-09-20','20:20:00',3,0,44,10,1,0,0,0,0,42,13,1,55
'2016-09-20','20:20:00',4,0,46,0,0,0,2,0,0,30,18,1,48
'2016-09-20','20:40:00',0,0,16,0,0,0,0,0,0,12,4,1,16
'2016-09-20','20:40:00',1,0,32,3,0,1,0,0,1,23,14,1,37
'2016-09-20','20:40:00',2,0,23,7,0,0,0,0,0,21,9,1,30
'2016-09-20','20:40:00',3,0,37,8,0,0,0,0,0,38,7,1,45
'2016-09-20','20:40:00',4,0,46,0,1,0,2,0,0,37,12,1,49
'2016-09-20','21:00:00',0,0,16,1,0,0,0,0,0,8,9,1,17
'2016-09-20','21:00:00',1,0,34,1,2,0,4,0,0,31,10,1,41
'2016-09-20','21:00:00',2,0,19,8,0,0,0,0,0,21,6,1,27
'2016-09-20','21:00:00',3,0,30,17,0,0,0,0,0,37,10,1,47
'2016-09-20','21:00:00',4,0,28,0,0,0,1,0,0,25,4,1,29
'2016-09-20','21:20:00',0,0,21,5,1,0,2,0,0,26,3,1,29
'2016-09-20','21:20:00',1,0,37,2,1,0,2,0,0,30,12,1,42
'2016-09-20','21:20:00',2,0,18,3,0,0,0,0,0,7,14,1,21
'2016-09-20','21:20:00',3,0,22,16,0,0,0,0,0,36,2,1,38
'2016-09-20','21:20:00',4,0,39,1,3,0,1,0,0,38,6,1,44
'2016-09-20','21:40:00',0,0,30,5,0,1,1,0,0,35,2,1,37
'2016-09-20','21:40:00',1,0,34,3,0,1,1,0,0,25,14,1,39
'2016-09-20','21:40:00',2,0,5,0,0,0,0,0,0,0,5,1,5
'2016-09-20','21:40:00',3,0,22,9,0,1,0,0,0,26,6,1,32
'2016-09-20','21:40:00',4,0,33,2,1,1,1,0,0,30,8,1,38
'2016-09-20','22:00:00',0,0,26,2,1,0,1,0,0,25,5,1,30
